column	class	nn	uniquevals	isnum	frc_int	n_nonmissing	n_missing	frc_missing	n_nonrepeat	frc_nonrepeat	top3	frc_mostcommon	md5	c_empty	c_uninformative	c_ordinal	c_tm	c_tf	c_numeric	c_factor	c_safe	c_safetf	c_safenumeric	c_complex	c_reistetter	c_schmidt	c_lin	c_notin2013	c_domainexpert	c_pct	c_total	c_byarea	c_per1k	c_median	c_medianhh	c_meanhh	c_percap	c_factorarea	c_SDI	c_ADI
ACS_PCT_NONCTN_2010	numeric	1711	1456	TRUE	0.064874342489772	1711	0	0	1326	0.774985388661601	"""0""; ""1.324""; ""0.059"""	0.064289888953828	9912935e4d15f8789ecf387c7c8a2375	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_VA	numeric	1711	1705	TRUE	0.003506721215663	1711	0	0	1699	0.992986557568673	"""63.683""; ""106.185""; ""119"""	0.001168907071888	f4735eea6f434f76318ee2e75952703f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_GULFWAR_2001	numeric	1711	1699	TRUE	0.009935710111046	1711	0	0	1695	0.990648743424898	"""0""; ""9.036""; ""93.056"""	0.005844535359439	845b1ce8252b3bfbda7cddc69942ac98	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_GULFWAR_1990	numeric	1711	1702	TRUE	0.003506721215663	1711	0	0	1695	0.990648743424898	"""0""; ""56.846""; ""59.945"""	0.002337814143776	12e142c2e88140a5920d7d9340460b09	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_65UP	numeric	1711	1709	TRUE	0.001168907071888	1711	0	0	1707	0.997662185856225	"""148.318""; ""224.134""; ""16.685"""	0.001168907071888	c54f82c1bfc95e51d3708b20a93cc444	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_AGE_0_17	numeric	1711	1707	TRUE	0	1711	0	0	1703	0.995324371712449	"""80.238""; ""130.019""; ""312.844"""	0.001168907071888	d5762c2db9771f95739faf7829cd6a5c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_15_17	numeric	1711	1688	TRUE	0.001753360607832	1711	0	0	1665	0.973115137346581	"""17.687""; ""18.115""; ""34.476"""	0.001168907071888	2abb500ce493ea4e58ce2f0685c01bf2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_0_4	numeric	1711	1703	TRUE	0.002922267679719	1711	0	0	1695	0.990648743424898	"""25.67""; ""42.574""; ""52.494"""	0.001168907071888	8a6f3120aba5ac40cffa8d5756cce2a2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_5_9	numeric	1711	1704	TRUE	0.001168907071888	1711	0	0	1697	0.991817650496785	"""33.278""; ""55.548""; ""64.467"""	0.001168907071888	560e3a2ca3a54a76419e3b68182c8973	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_10_14	numeric	1711	1707	TRUE	0.000584453535944	1711	0	0	1703	0.995324371712449	"""51.474""; ""61.267""; ""79.073"""	0.001168907071888	015a45754ae20fcad8e9212049071ccf	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_18_44	numeric	1711	1711	TRUE	0.001168907071888	1711	0	0	1711	1	"""43.647""; ""47.881""; ""48.867"""	0.000584453535944	c075e5352f3aee546d6ecdc8c220fe5b	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_45_64	numeric	1711	1708	TRUE	0	1711	0	0	1705	0.996493278784337	"""196.359""; ""208.616""; ""358.43"""	0.001168907071888	c5863099088506168361228bd2d5ad6e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_AGE_80UP	numeric	1711	1702	TRUE	0.001753360607832	1711	0	0	1693	0.98947983635301	"""6.307""; ""9.72""; ""26.374"""	0.001168907071888	70c53778568a5f58d38981b4941acc1d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_MEDIAN_AGE	numeric	1711	1610	TRUE	0.092928112215079	1711	0	0	1517	0.886616014026885	"""199.1""; ""239""; ""242.9"""	0.001753360607832	c6a25686169863d8967079472b2fd622	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE										TRUE						
ACS_PCT_WHITE	numeric	1711	1711	TRUE	0.002337814143776	1711	0	0	1711	1	"""81.375""; ""98.885""; ""119.843"""	0.000584453535944	23a2fc9afb9b1a8b7c389112638a6050	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_BLACK	numeric	1711	1696	TRUE	0.007013442431327	1711	0	0	1689	0.987142022209234	"""0""; ""0.46""; ""2.8"""	0.005844535359439	0f3158be9d74ff28145b09a03b03bfa2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_AIAN	numeric	1711	1624	TRUE	0.015780245470485	1711	0	0	1565	0.914669783752192	"""0""; ""0.156""; ""0.161"""	0.015195791934541	c594c5586769f67fea7fc73386f83c54	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_ASIAN	numeric	1711	1669	TRUE	0.009935710111046	1711	0	0	1642	0.959672706019871	"""0""; ""0.481""; ""0.854"""	0.009351256575102	29d2f5d5bde8f3ae40abb5ef95e17d05	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_NHPI	numeric	1711	1029	TRUE	0.225014611338399	1711	0	0	827	0.483343074225599	"""0""; ""0.06""; ""0.052"""	0.225014611338399	b0059661df717e0df72dac2f3b0431f6	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_MULT_RACE	numeric	1711	1699	TRUE	0.002337814143776	1711	0	0	1687	0.985973115137346	"""7.466""; ""7.828""; ""10.58"""	0.001168907071888	19b8f4db646923c2b906e756ebb83e63	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_HISPAN	numeric	1711	1703	TRUE	0.001753360607832	1711	0	0	1695	0.990648743424898	"""0""; ""6.979""; ""12.736"""	0.001168907071888	d4be1da8851a07f0b691e8092ef3426c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_DISABLE	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""58.375""; ""132.816""; ""19.149"""	0.001168907071888	a87401349f507454c56f3d8957519429	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_VA_DISABLE	numeric	1711	1710	TRUE	0.002922267679719	1711	0	0	1709	0.998831092928112	"""46.719""; ""0""; ""9.272"""	0.001168907071888	484c110eaa9d20d918e6b5f964b4da8f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_NONVA_DISABLE	numeric	1711	1707	TRUE	0.000584453535944	1711	0	0	1703	0.995324371712449	"""24.59""; ""52.042""; ""189.21"""	0.001168907071888	1da58eeefd1b77773698f2f5d1ed990d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_LIMIT_ENGLISH	numeric	1711	1660	TRUE	0.018702513150205	1711	0	0	1636	0.956165984804208	"""0""; ""8.764""; ""0.354"""	0.016364699006429	7755f94387c059a544874420d5df16bb	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_ENGL_VERY_WELL	numeric	1711	1706	TRUE	0.001168907071888	1711	0	0	1701	0.994155464640561	"""12.261""; ""25.613""; ""41.574"""	0.001168907071888	10ab11e753962e0fb92915869fa572bc	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_ENGL_WELL	numeric	1711	1684	TRUE	0.005260081823495	1711	0	0	1661	0.970777323202805	"""0""; ""1.08""; ""2.701"""	0.003506721215663	6d8881bde56cf7a6df2b2520bdf82324	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_ENGL_NOT_WELL	numeric	1711	1668	TRUE	0.011104617182934	1711	0	0	1642	0.959672706019871	"""0""; ""9.82""; ""0.464"""	0.01052016364699	f494cc8118a8507e17baf9ba92b84327	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_ENGL_NOT_ALL	numeric	1711	1525	TRUE	0.056107539450614	1711	0	0	1440	0.841613091759205	"""0""; ""0.126""; ""0.638"""	0.056107539450614	2a9a3c5b18bf6ae69c139b4ee45982c5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE		TRUE			TRUE	TRUE										
ACS_PCT_ENGLISH	numeric	1711	1711	TRUE	0.001753360607832	1711	0	0	1711	1	"""99.433""; ""114.303""; ""143.273"""	0.000584453535944	6622f97f0fe45f8caf6608afbdb2efd3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_SPANISH	numeric	1711	1701	TRUE	0.002922267679719	1711	0	0	1692	0.988895382817066	"""0""; ""6.36""; ""7.641"""	0.001753360607832	ac2f000d4e1bcbbba732ed9697f40dc7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_OTH_EURP	numeric	1711	1696	TRUE	0.002922267679719	1711	0	0	1682	0.983050847457627	"""0""; ""5.184""; ""6.916"""	0.001753360607832	1bdd5aa9d154ce2149339149e57a4393	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_API_LANG	numeric	1711	1652	TRUE	0.015780245470485	1711	0	0	1616	0.94447691408533	"""0""; ""6.114""; ""0.506"""	0.014026884862653	f59e3dd4f930c488989cfb4b508f979f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_OTH_LANG	numeric	1711	1566	TRUE	0.03156049094097	1711	0	0	1477	0.863237872589129	"""0""; ""0.556""; ""0.599"""	0.030391583869082	05e848fd11f52c1034fce938ee4c043d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_FEMALE	numeric	1711	1711	TRUE	0	1711	0	0	1711	1	"""84.254""; ""90.904""; ""94.192"""	0.000584453535944	755d099ba681d208c570a24bac5b4b98	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_UNEMPLOY	numeric	1711	1706	TRUE	0.000584453535944	1711	0	0	1701	0.994155464640561	"""27.127""; ""37.708""; ""84.836"""	0.001168907071888	153e4b2f75b2ce6ceed997806ce88171	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE									TRUE	TRUE
ACS_PCT_ARMED_FORCES	numeric	1711	1411	TRUE	0.072472238457043	1711	0	0	1254	0.732904734073641	"""0""; ""0.578""; ""0.1"""	0.071303331385155	aac8b4f087a02eeb7bdc930f14f8d322	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_PERSON_INC99	numeric	1711	1709	TRUE	0.001168907071888	1711	0	0	1707	0.997662185856225	"""90.567""; ""159.423""; ""4.643"""	0.001168907071888	e5609885f76fc92fff053187ad1a00d7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE
ACS_PCT_PERSON_INC124	numeric	1711	1702	TRUE	0.002337814143776	1711	0	0	1693	0.98947983635301	"""18.282""; ""20.149""; ""35.243"""	0.001168907071888	ce7c7776cfa7d509a66826aeedc0c82d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE
ACS_PCT_INC137	numeric	1711	1711	TRUE	0.001753360607832	1711	0	0	1711	1	"""17.951""; ""21.947""; ""25.106"""	0.000584453535944	671af06ca07eb6c6c0ba369240d7f0ac	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_MEDIAN_HH_INCOME	numeric	1711	1709	TRUE	0.882524839275278	1711	0	0	1707	0.997662185856225	"""282196""; ""655765""; ""63475"""	0.001168907071888	ba25be3d20951458aeb161fc2519d78f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE					FALSE	TRUE					TRUE
ACS_PER_CAPITA_INCOME	numeric	1711	1708	TRUE	0.885447106954997	1711	0	0	1705	0.996493278784337	"""111808""; ""193803""; ""428265"""	0.001168907071888	1f2275d841f0337c97f0ae4d3c533169	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE								TRUE			
ACS_GINI_INDEX	numeric	1711	1699	TRUE	0	1711	0	0	1687	0.985973115137346	"""1.8078""; ""2.1574""; ""2.2738"""	0.001168907071888	804e82bb963d0727c1f74b657b708d6e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE		TRUE			TRUE											TRUE
ACS_PCT_PERSON_INC199	numeric	1711	1707	TRUE	0.001168907071888	1711	0	0	1703	0.995324371712449	"""137.207""; ""179.111""; ""350.554"""	0.001168907071888	d946e36f2b6343419d394a0f0493ce5d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE
ACS_PCT_PERSON_INC200	numeric	1711	1709	TRUE	0.001168907071888	1711	0	0	1707	0.997662185856225	"""545.931""; ""1876.388""; ""84.618"""	0.001168907071888	e7e61f323200abf82b1bc5c9d9239b2d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE
ACS_PCT_INC400	numeric	1711	1709	TRUE	0	1711	0	0	1707	0.997662185856225	"""197.14""; ""309.354""; ""25.968"""	0.001168907071888	d7f5a6281c0b27ebec23df45e1abd335	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE
ACS_PCT_FOOD_STAMP	numeric	1711	1707	TRUE	0.000584453535944	1711	0	0	1703	0.995324371712449	"""99.435""; ""122.362""; ""143.848"""	0.001168907071888	484c4c93d0baa23a326c3731c01a3996	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_NATURE	numeric	1711	1708	TRUE	0.001168907071888	1711	0	0	1705	0.996493278784337	"""4.569""; ""50.519""; ""53.733"""	0.001168907071888	00e19f3713d5ba7e3c9dd47a02e21e31	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_CONSTRUCT	numeric	1711	1705	TRUE	0.000584453535944	1711	0	0	1699	0.992986557568673	"""23.568""; ""64.309""; ""69.581"""	0.001168907071888	32e2f70bf2c50de96c1796d179b21541	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_MANUFACT	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""154.278""; ""315.37""; ""2.97"""	0.001168907071888	c6e2a6829dac887ea8374ef0a15b33e0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_WHOLESALE	numeric	1711	1693	TRUE	0.003506721215663	1711	0	0	1676	0.979544126241964	"""0""; ""9.06""; ""11.9"""	0.001753360607832	42c63902170c0549e404699f9440da96	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_RETAIL	numeric	1711	1707	TRUE	0.001168907071888	1711	0	0	1703	0.995324371712449	"""36.987""; ""69.438""; ""88.312"""	0.001168907071888	5af7a27f16ea46282593b4d0cb271f1c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_TRANSPORT	numeric	1711	1699	TRUE	0	1711	0	0	1687	0.985973115137346	"""21.256""; ""35.62""; ""39.944"""	0.001168907071888	4c3b8894203e42efb85e5280db06ea7f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_INFORM	numeric	1711	1674	TRUE	0.009935710111046	1711	0	0	1648	0.963179427235535	"""0""; ""2.005""; ""3.56"""	0.007597895967271	155440974917f2374dea0a181b995ee2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_PCT_FINANCE	numeric	1711	1703	TRUE	0.002922267679719	1711	0	0	1696	0.991233196960842	"""36.644""; ""10.735""; ""15.861"""	0.001753360607832	c5e6c33a3ee7ff65f3ddbd4911d145ff	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_PCT_PROFESS	numeric	1711	1705	TRUE	0	1711	0	0	1699	0.992986557568673	"""28.879""; ""49.721""; ""122.051"""	0.001168907071888	981da8c7175bd008d2152dae8ef145c6	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_PCT_EDUC	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""160.461""; ""240.886""; ""29.959"""	0.001168907071888	b7bc3b45ef1dfcf3c1b795cf11c2f7c5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE
ACS_PCT_ART	numeric	1711	1706	TRUE	0.000584453535944	1711	0	0	1701	0.994155464640561	"""28.038""; ""92.552""; ""98.623"""	0.001168907071888	ef7cd8f1883283e2c4631c2f48e45a9f	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_OTHER	numeric	1711	1703	TRUE	0.000584453535944	1711	0	0	1696	0.991233196960842	"""49.325""; ""49.832""; ""57.281"""	0.001753360607832	3551257f00ecbda31199334dfd17c30d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_ADMIN	numeric	1711	1702	TRUE	0	1711	0	0	1693	0.98947983635301	"""12.226""; ""16.017""; ""25.492"""	0.001168907071888	dd55b1edca98770fa8c2d27533c8cf2a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_PCT_1FAM_HH_FOOD_STMP	numeric	1711	1711	TRUE	0.004091174751607	1711	0	0	1711	1	"""0""; ""4.444""; ""6.723"""	0.000584453535944	c5929303ded9025040162bbc45eba0fb	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										
ACS_PCT_CHILD_1FAM	numeric	1711	1710	TRUE	0.000584453535944	1711	0	0	1709	0.998831092928112	"""599.264""; ""9.849""; ""13.295"""	0.001168907071888	59f870562372f1851f7a16ab75cb76ca	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE
ACS_PCT_VA_UNEMPL	numeric	1711	1681	TRUE	0.020455873758036	1711	0	0	1674	0.978375219170076	"""0""; ""3.597""; ""7.692"""	0.014611338398597	f1fce97c1f0912b5fc2d6f7a0d5c7060	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_VA_LABOR_FORCE	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""783.221""; ""841.907""; ""77.364"""	0.001168907071888	242d5da6984322255a0e88af2dbf396e	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_VA_POOR	numeric	1711	1703	TRUE	0.008766803039158	1711	0	0	1701	0.994155464640561	"""0""; ""20""; ""0.81"""	0.004675628287551	8c3903160bd456136734f6398d568628	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_PCT_NONVA_POOR	numeric	1711	1710	TRUE	0.000584453535944	1711	0	0	1709	0.998831092928112	"""118.63""; ""3.555""; ""8.46"""	0.001168907071888	aeb6f9519576c3c99fdd31142bb10378	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE
ACS_VA_MEDIAN_INCOME	numeric	1711	1710	TRUE	0.886031560490941	1711	0	0	1709	0.998831092928112	"""247524""; ""26250""; ""27610"""	0.001168907071888	b7361cf39bbca0fab67c682fa7614c4a	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE										TRUE						
ACS_NONVA_MEDIAN_INCOME	numeric	1711	1707	TRUE	0.872004675628288	1711	0	0	1703	0.995324371712449	"""160838""; ""190243""; ""301441"""	0.001168907071888	f8e99de51166cf93ea29d13d92896512	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE										TRUE						
ACS_PCT_LT_HS	numeric	1711	1708	TRUE	0.001168907071888	1711	0	0	1705	0.996493278784337	"""93.762""; ""94.522""; ""224.832"""	0.001168907071888	72f744989b27c9dc341b0d4bb05e7dc3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE									TRUE	TRUE
ACS_PCT_HS_GRADUATE	numeric	1711	1711	TRUE	0.001168907071888	1711	0	0	1711	1	"""30.183""; ""36.013""; ""47.727"""	0.000584453535944	03e5dc53546ba5412db2f713ed68ee5b	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE	TRUE										TRUE
ACS_PCT_ASSOCIATE_DGR	numeric	1711	1710	TRUE	0	1711	0	0	1709	0.998831092928112	"""403.344""; ""36.195""; ""40.076"""	0.001168907071888	d33952724138f0b3e3c54035eb8bf862	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_BACHELOR_DGR	numeric	1711	1708	TRUE	0.000584453535944	1711	0	0	1705	0.996493278784337	"""64.606""; ""159.455""; ""177.538"""	0.001168907071888	0419610aed285c4ab3b56ac8c6cfc0d7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_GRADUATE_DGR	numeric	1711	1702	TRUE	0	1711	0	0	1693	0.98947983635301	"""74.993""; ""89.023""; ""89.946"""	0.001168907071888	76f48bf8a388794c7b61a2c60ad04ff7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_POSTHS_ED	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""224.57""; ""809.475""; ""55.645"""	0.001168907071888	1b68ef682f34f9b6ff2ba35ddea89038	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE	TRUE										TRUE
ACS_PCT_VA_COLLEGE	numeric	1711	1709	TRUE	0.000584453535944	1711	0	0	1707	0.997662185856225	"""247.789""; ""401.943""; ""12.655"""	0.001168907071888	106d13ca79890427edce7979f9a04025	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_PCT_VA_BACHELOR	numeric	1711	1709	TRUE	0.001753360607832	1711	0	0	1707	0.997662185856225	"""228.165""; ""293.139""; ""1.687"""	0.001168907071888	15e5bd576901ffbdbb6edf9428fc691c	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE						TRUE										
ACS_TOTAL_HOUSEHOLD	numeric	1711	1691	TRUE	0.888369374634717	1711	0	0	1671	0.976621858562244	"""2484""; ""3657""; ""3692"""	0.001168907071888	b6d24df15ded4993252e30cb20b50d0d	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE				TRUE		TRUE									
ACS_MEDIAN_RENT	numeric	1711	1549	TRUE	0.099941554646406	1711	0	0	1398	0.817066043249562	"""124""; ""130""; ""136.8"""	0.001753360607832	2bfaff63d608e56cb330867cfd138569	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE					FALSE	TRUE					TRUE
ACS_MEDIAN_HOME_VALUE	numeric	1711	1681	TRUE	0.877849210987727	1711	0	0	1652	0.96551724137931	"""1450900""; ""364000""; ""611300"""	0.001753360607832	695516053c70bcb0e571e8c961cb6149	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE					TRUE					FALSE	TRUE					TRUE
